gene_id	BDF1_FPKM_rep1	BDF1_FPKM_rep2	ICR_FPKM_rep1	ICR_FPKM_rep2	ddY_FPKM_rep1	ddY_FPKM_rep2
Col24a1	0.89	0.78	0.61	0.59	0.74	0.68
Col25a1	5.07	5.68	5.13	5.59	5.23	6.06
Col26a1	0.04	0.0	0.01	0.04	0.03	0.01
Col27a1	0.02	0.01	0.04	0.01	0.02	0.02
Col28a1	0.42	0.35	0.44	0.44	0.52	0.33
Col2a1	0.0	0.0	0.0	0.01	0.0	0.0
Col3a1	0.0	0.0	0.0	0.0	0.01	0.0
Col4a1	2.08	2.05	2.01	2.29	2.22	1.87
Col4a2	3.33	3.02	2.58	2.98	3.03	3.38
Col4a3	1.67	1.53	1.31	1.76	1.61	1.47
Col4a3bp	47.46	45.31	39.28	38.99	37.87	39.22
Col4a4	0.0	0.0	0.0	0.0	0.0	0.0
Col4a5	0.01	0.01	0.02	0.01	0.01	0.02
Col4a6	0.0	0.01	0.01	0.0	0.01	0.0
Col5a1	0.0	0.0	0.02	0.01	0.04	0.01
Col5a2	0.01	0.0	0.0	0.01	0.01	0.01
Col5a3	0.0	0.0	0.0	0.0	0.0	0.0
Col6a1	0.0	0.0	0.0	0.0	0.0	0.0
Col6a2	0.0	0.0	0.0	0.0	0.0	0.0
Col6a3	5.85	5.62	3.96	4.64	5.1	4.27
Col6a4	3.18	3.68	2.24	2.05	1.9	1.7
Col6a5	3.22	3.45	4.87	3.57	2.33	2.21
Col6a6	29.2	28.07	22.65	18.89	18.98	17.48
Col7a1	0.0	0.0	0.01	0.0	0.0	0.0
Col8a1	0.0	0.0	0.0	0.0	0.0	0.0
Col8a2	0.01	0.01	0.0	0.0	0.0	0.0
Col9a1	0.01	0.0	0.0	0.0	0.03	0.0
Col9a2	0.0	0.0	0.64	0.97	0.92	1.09
Col9a3	2.0	2.61	2.47	2.47	1.61	1.8
Colec10	0.0	0.0	0.01	0.0	0.0	0.01
Colec11	0.99	0.77	0.68	0.73	0.82	0.62
Colec12	0.15	0.23	0.05	0.15	0.08	0.24
Colgalt1	0.1	0.1	0.07	0.15	0.15	0.13
Colgalt2	1.04	1.81	0.59	0.42	0.12	0.56
Colq	0.98	1.38	1.53	1.85	1.49	1.33
Commd1	97.78	123.91	100.01	117.03	91.05	96.4
Commd10	6.27	7.78	8.06	9.93	6.68	6.66
Commd2	9.36	11.21	10.02	12.11	10.53	10.0
Commd3	44.16	53.11	55.87	58.3	48.2	51.26
Commd4	2.61	3.04	2.77	3.06	1.6	1.69
Commd5	2.31	1.27	2.3	2.15	2.02	2.61
Commd6	5.2	3.99	4.0	4.72	6.07	5.27
Commd7	0.79	1.23	0.37	0.52	0.39	0.5
Commd8	4.24	4.61	4.11	5.63	3.93	4.51
Commd9	12.04	14.28	13.45	14.18	10.93	13.17
Comp	1.13	1.17	1.03	0.63	2.1	1.7
Comt	0.07	0.25	0.15	0.13	0.02	0.07
Comtd1	0.88	0.75	0.73	0.83	0.72	0.87
Copa	36.41	36.45	48.56	47.68	47.31	47.63
Copb1	66.39	67.74	63.01	66.7	69.32	66.96
Copb2	84.03	88.2	88.71	93.9	84.94	89.74
Cope	10.21	10.74	14.08	13.76	11.63	11.61
Copg1	20.29	20.6	25.25	25.08	23.14	22.58
Copg2	16.19	14.5	15.49	14.94	15.1	16.54
Coprs	17.88	20.49	20.87	22.81	19.62	17.32
Cops2	46.9	49.68	50.87	58.01	43.12	42.94
Cops3	29.69	33.34	38.26	37.5	28.59	27.79
Cops4	112.8	126.35	129.13	136.36	124.77	134.93
Cops5	31.4	36.91	31.37	39.96	36.6	37.82
Cops6	17.74	25.19	27.79	27.28	28.24	28.37
Cops7a	71.05	72.59	77.47	83.05	71.92	72.52
Cops7b	5.98	5.64	5.14	5.89	5.4	5.22
Cops8	94.58	102.03	98.31	126.72	95.91	99.9
Copz1	53.83	56.03	53.72	59.88	52.72	52.3
Copz2	3.17	3.13	0.41	0.49	1.27	1.25
Coq10a	1.63	1.63	1.56	1.74	2.06	1.93
Coq10b	21.93	21.72	21.08	24.04	21.57	22.83
Coq2	7.5	6.01	5.56	5.84	5.73	5.46
Coq3	6.53	6.93	7.2	7.54	7.4	7.73
Coq4	2.16	2.0	2.15	1.85	2.13	2.36
Coq5	4.85	3.89	3.66	3.85	4.8	4.43
Coq6	4.69	4.4	4.22	3.95	5.89	4.94
Coq7	16.07	24.6	15.46	22.85	17.93	18.25
Coq9	12.7	11.99	8.53	10.56	9.02	9.93
Corin	0.1	0.14	0.02	0.01	0.0	0.03
Coro1a	0.05	0.0	0.07	0.01	0.07	0.0
Coro1b	14.58	17.96	19.21	20.68	15.88	16.48
Coro1c	16.86	18.34	12.18	19.32	18.62	21.76
Coro2a	6.71	6.5	8.43	6.54	6.35	7.09
Coro2b	25.38	27.9	7.36	6.75	2.77	0.81
Coro6	0.21	0.25	0.1	0.26	0.33	0.54
Coro7	0.96	1.38	1.9	2.03	2.07	2.18
Cort	0.0	0.0	0.18	0.3	0.22	0.16
Cotl1	9.38	9.04	10.31	10.58	8.35	9.98
Cox10	69.0	69.73	67.28	69.65	65.82	58.58
Cox11	0.64	0.57	0.52	0.43	0.71	0.57
Cox14	10.16	15.87	15.6	16.99	9.34	12.8
Cox15	1.8	1.55	1.36	1.55	2.08	1.85
Cox16	7.79	10.52	9.05	10.15	7.36	10.61
Cox17	106.84	160.66	129.56	156.37	116.8	135.78
Cox18	16.32	17.9	21.77	24.97	21.94	25.01
Cox19	3.55	5.35	2.65	5.18	2.47	2.13
Cox20	0.88	0.54	0.65	1.55	1.19	0.78
Cox4i1	99.67	137.94	130.54	152.41	138.53	147.56
Cox4i2	0.57	0.95	0.91	1.09	1.46	1.71
Cox5a	82.44	102.98	90.3	107.49	94.34	97.49
Cox5b	116.14	170.65	145.22	141.03	155.55	150.4
Cox6a1	59.75	91.87	73.24	84.3	73.3	90.6
Cox6a2	4.07	4.29	2.06	2.64	3.81	2.79
Cox6b1	27.7	45.64	48.7	52.91	32.45	36.23
Cox6b2	32.85	42.16	51.64	49.92	34.05	46.22
Cox6c	190.29	289.69	291.82	327.36	238.38	268.05
Cox7a1	0.0	0.0	0.0	0.14	0.0	0.0
Cox7a2	11.78	17.47	18.14	17.76	16.29	16.62
Cox7a2l	47.42	51.11	49.91	53.49	37.25	43.9
Cox7b	38.7	53.38	51.05	54.65	45.81	54.6
Cox7b2	0.0	0.0	0.0	0.0	0.0	0.0
Cox7c	27.84	58.43	44.35	52.36	45.16	51.43
Cox8a	63.38	92.92	73.45	92.53	71.13	77.89
Cox8b	0.0	0.0	0.0	0.0	0.0	0.0
Cox8c	0.07	0.12	0.39	0.32	0.41	0.79
Cp	0.0	0.0	0.0	0.02	0.0	0.0
Cpa1	161.46	184.43	165.19	167.1	144.92	146.01
Cpa2	1.09	1.4	1.11	1.22	1.38	0.92
Cpa3	0.0	0.0	0.02	0.02	0.0	0.0
Cpa4	0.0	0.0	0.0	0.0	0.0	0.0
Cpa5	0.03	0.07	0.03	0.0	0.08	0.01
Cpa6	0.06	0.02	0.02	0.01	0.04	0.06
Cpb1	0.79	1.38	0.57	0.66	0.72	0.74
Cpb2	1.45	2.49	3.44	4.38	2.32	2.56
Cpd	8.6	8.29	8.49	9.23	7.71	8.47
Cpe	0.4	0.35	0.09	0.06	0.53	0.63
Cpeb1	53.19	55.31	76.67	68.37	69.72	59.64
Cpeb2	0.95	0.77	1.03	1.23	1.06	1.4
Cpeb3	32.19	30.04	27.07	28.93	27.45	26.21
Cpeb4	34.29	31.56	28.73	26.34	28.63	29.42
Cped1	0.09	0.11	0.09	0.09	0.06	0.13
Cphx1	0.0	0.79	0.0	0.0	0.0	0.0
Cphx2	118.64	117.18	172.22	184.48	105.6	105.01
Cplx1	0.44	0.62	0.33	0.5	0.8	0.68
Cplx2	0.0	0.01	0.0	0.0	0.0	0.0
Cplx3	0.0	0.0	0.0	0.0	0.0	0.0
Cplx4	0.0	0.0	0.05	0.0	0.03	0.0
Cpm	3.69	3.55	4.7	4.83	3.72	4.28
Cpn1	1.06	1.76	1.33	1.5	1.83	1.75
Cpn2	0.0	0.0	0.0	0.0	0.0	0.0
Cpne1	16.07	15.42	4.97	4.85	5.43	5.23
Cpne2	0.06	0.09	0.18	0.04	0.09	0.04
Cpne3	2.36	2.66	2.2	2.25	2.23	2.25
Cpne4	0.17	0.19	0.07	0.15	0.14	0.1
Cpne5	0.57	0.54	0.24	0.3	0.55	0.41
Cpne6	0.05	0.0	0.0	0.01	0.05	0.04
Cpne7	0.8	0.58	0.8	0.84	1.07	1.01
Cpne8	0.04	0.13	0.0	0.02	0.16	0.07
Cpne9	5.95	6.33	6.25	9.89	7.6	6.67
Cpox	10.02	11.97	8.73	11.54	6.97	8.39
Cpped1	2.96	3.12	2.38	2.88	2.69	2.49
Cpq	0.25	0.19	0.15	0.13	0.12	0.05
Cps1	0.08	0.12	0.02	0.05	0.06	0.05
Cpsf1	4.84	4.67	5.82	5.81	4.89	5.48
Cpsf2	12.22	12.02	26.22	27.78	21.36	21.26
Cpsf3	34.13	38.2	43.5	39.82	33.22	31.05
Cpsf3l	5.75	6.52	7.65	6.87	5.69	6.5
Cpsf4	21.89	23.62	22.25	22.93	20.05	18.57
Cpsf4l	274.41	336.47	300.0	318.94	303.25	324.33
Cpsf6	6.47	6.47	6.41	6.79	5.31	5.42
Cpsf7	0.43	0.42	0.42	0.39	0.54	0.38
Cpt1a	0.28	0.31	0.25	0.24	0.15	0.22
Cpt1b	0.0	0.0	0.0	0.02	0.01	0.0
Cpt1c	0.37	0.36	0.21	0.3	0.41	0.18
Cpt2	22.1	23.59	25.88	29.88	23.07	24.72
Cptp	4.91	5.15	4.9	6.22	4.93	4.18
Cpvl	0.36	0.81	0.34	0.38	0.91	0.95
Cpxcr1	0.0	0.0	0.0	0.0	0.0	0.0
Cpxm1	0.0	0.0	0.01	0.0	0.0	0.02
Cpxm2	4.75	5.26	5.63	5.46	6.01	5.69
Cpz	0.0	0.0	0.0	0.01	0.01	0.04
Cr1l	8.82	9.51	9.86	10.21	11.09	9.18
Cr2	0.0	0.0	0.01	0.03	0.03	0.03
Crabp1	0.03	0.06	0.04	0.03	0.09	0.49
Crabp2	69.96	71.72	58.81	69.98	66.28	71.04
Cracr2a	0.08	0.07	0.06	0.07	0.07	0.08
Cracr2b	0.04	0.02	0.02	0.07	0.03	0.03
Cradd	0.3	0.25	0.4	0.24	0.33	0.35
Cramp1l	3.63	3.35	2.45	2.59	2.29	2.03
Crat	2.52	2.4	2.83	2.68	3.03	2.47
Crb1	2.78	2.88	4.89	5.24	3.45	3.43
Crb2	0.0	0.0	0.0	0.02	0.0	0.0
Crb3	25.24	26.21	22.4	22.6	23.43	24.24
Crbn	15.27	16.88	17.5	17.57	14.76	15.39
Crcp	7.77	9.27	6.88	7.6	5.85	6.68
Crct1	0.0	0.0	0.0	0.0	0.0	0.0
Creb1	0.5	0.6	0.56	0.58	0.62	0.63
Creb3	1.01	1.02	1.36	1.63	0.86	1.32
Creb3l1	0.09	0.03	0.03	0.02	0.09	0.15
Creb3l2	0.66	0.5	0.76	0.71	0.8	1.05
Creb3l3	0.0	0.0	0.0	0.0	0.0	0.0
Creb3l4	47.11	49.8	52.1	57.44	45.4	51.08
Creb5	0.05	0.01	0.11	0.04	0.08	0.03
Crebbp	133.22	120.27	131.32	122.69	123.71	117.01
Crebl2	0.05	0.1	0.11	0.09	0.03	0.08
Crebrf	2.01	2.46	2.04	2.09	1.54	1.98
Crebzf	1.69	1.72	3.33	2.89	2.27	2.07
Creg1	3.81	4.57	5.14	5.75	3.4	4.65
Creg2	0.23	0.28	0.19	0.24	0.16	0.26
Creld1	0.48	0.56	0.3	0.21	0.27	0.36
Creld2	105.29	119.94	141.04	141.0	130.01	132.17
Crem	0.51	0.54	0.6	0.74	0.57	0.8
Crh	0.0	0.0	0.0	0.05	0.0	0.0
Crhbp	0.08	0.04	0.0	0.0	0.03	0.0
Crhr1	0.0	0.0	0.04	0.05	0.06	0.03
Crhr2	0.0	0.0	0.0	0.0	0.0	0.0
Crim1	0.04	0.05	0.02	0.03	0.01	0.02
Crip1	0.0	0.0	0.0	0.0	0.0	0.0
Crip2	5.8	8.03	4.63	5.66	3.2	3.8
Crip3	0.0	0.0	0.09	0.0	0.0	0.0
Cript	34.97	37.86	24.6	29.45	29.44	29.25
Crisp1	0.01	0.0	0.0	0.03	0.0	0.02
Crisp2	0.0	0.0	0.06	0.0	0.0	0.02
Crisp3	0.08	0.08	0.02	0.0	0.0	0.0
Crisp4	0.0	0.0	0.0	0.0	0.0	0.0
Crispld1	0.0	0.05	0.04	0.03	0.03	0.06
Crispld2	0.2	0.21	0.08	0.06	0.13	0.1
Crk	35.17	32.03	33.77	28.33	35.64	31.94
Crkl	11.29	11.83	10.37	11.92	10.9	11.01
Crlf1	0.79	1.23	0.96	1.31	1.05	1.22
Crlf2	1.61	2.09	2.41	2.64	2.32	1.39
Crlf3	19.51	18.98	19.68	21.4	17.88	19.72
Crls1	7.21	7.64	5.94	8.74	6.45	6.67
Crmp1	1.57	1.4	1.48	1.01	2.21	1.81
Crnde	0.77	0.83	0.09	0.11	0.18	0.13
Crnkl1	303.41	314.18	297.12	311.0	204.3	181.09
Crnn	0.0	0.0	0.12	0.04	0.0	0.0
Crocc	0.98	0.76	0.86	1.01	0.98	0.97
Crot	3.34	2.89	2.47	2.89	2.4	3.15
Crp	0.35	0.26	0.0	0.0	0.0	0.01
Crtac1	0.01	0.02	0.12	0.09	0.08	0.08
Crtam	0.01	0.05	0.03	0.0	0.06	0.05
Crtap	2.0	2.09	4.04	4.24	3.07	3.1
Crtc1	6.98	6.99	7.48	7.13	7.02	7.03
Crtc2	1.3	1.4	1.38	1.79	1.76	1.99
Crtc3	6.93	6.95	6.32	5.71	4.45	4.42
Crx	0.0	0.0	0.0	0.01	0.0	0.02
Crxos	0.0	0.0	0.0	0.0	0.0	0.0
Cry1	119.17	111.38	116.47	126.85	124.94	123.37
Cry2	1.21	1.01	1.07	1.37	0.84	0.72
Cryaa	0.0	0.0	0.0	0.0	0.04	0.05
Cryab	0.0	0.0	0.0	0.0	0.0	0.0
Cryba1	0.0	0.0	0.0	0.0	0.0	0.0
Cryba2	0.0	0.0	0.0	0.04	0.0	0.0
Cryba4	0.0	0.0	0.0	0.0	0.0	0.0
Crybb1	0.0	0.0	0.0	0.03	0.03	0.0
Crybb2	0.03	0.0	0.0	0.0	0.12	0.06
Crybb3	0.0	0.0	0.0	0.0	0.0	0.0
Crybg3	26.66	26.84	20.81	27.4	17.94	19.26
Cryga	0.0	0.0	0.31	0.46	0.21	0.23
Crygb	0.0	0.0	0.0	0.0	0.15	0.0
Crygc	0.0	0.0	0.06	0.0	0.0	0.0
Crygd	0.0	0.0	0.0	0.0	0.0	0.0
Cryge	0.0	0.0	0.0	0.0	0.0	0.0
Crygf	0.0	0.0	0.0	0.0	0.0	0.0
Crygn	0.0	0.0	0.0	0.0	0.0	0.0
Crygs	0.0	0.0	0.0	0.0	0.0	0.05
Cryl1	31.74	37.27	40.85	43.46	43.52	45.74
Crym	6.85	8.0	3.0	4.09	4.91	3.61
Cryz	0.49	0.34	0.77	0.83	0.58	0.87
Cryzl1	1.66	0.98	1.13	1.15	1.06	1.14
Cs	110.44	109.46	108.95	113.77	108.76	106.79
Csad	36.5	37.92	35.18	39.13	26.32	25.84
Csdc2	0.11	0.0	0.0	0.01	0.04	0.01
Csde1	74.56	63.6	153.39	157.52	144.17	150.7
Cse1l	13.54	14.4	12.8	13.26	10.87	11.15
Csf1	15.81	16.18	18.21	16.46	14.49	15.9
Csf1r	0.02	0.0	0.03	0.01	0.02	0.0
Csf2	0.0	0.0	0.0	0.0	0.0	0.0
Csf2ra	1.64	1.97	1.85	1.31	1.48	1.16
Csf2rb	0.0	0.0	0.0	0.0	0.0	0.0
Csf2rb2	0.0	0.0	0.0	0.0	0.0	0.0
Csf3	0.0	0.0	0.0	0.0	0.02	0.02
Csf3r	0.0	0.0	0.02	0.01	0.02	0.0
Csgalnact1	0.0	0.01	0.0	0.0	0.01	0.0
Csgalnact2	0.01	0.04	0.03	0.05	0.04	0.02
Csk	22.23	22.78	22.94	22.76	22.32	20.52
Csl	0.02	0.02	0.04	0.02	0.0	0.03
Csmd1	0.16	0.15	0.03	0.06	0.06	0.06
Csmd2	0.14	0.1	0.26	0.23	0.23	0.17
Csmd2os	0.0	0.0	0.0	0.0	0.0	0.0
Csmd3	1.29	1.41	1.53	1.96	2.82	2.65
Csn1s1	0.0	0.0	0.0	0.0	0.02	0.0
Csn1s2a	0.0	0.0	0.0	0.0	0.0	0.0
Csn1s2b	0.0	0.0	0.0	0.0	0.0	0.0
Csn2	0.0	0.0	0.0	0.0	0.0	0.0
Csn3	0.0	0.0	0.0	0.01	0.0	0.0
Csnk1a1	141.82	147.69	148.07	142.39	137.66	142.0
Csnk1d	13.52	14.9	13.47	14.38	10.76	11.13
Csnk1e	185.21	195.02	174.19	179.05	183.73	176.73
Csnk1g1	5.39	4.73	9.74	10.68	9.91	10.11
Csnk1g2	44.07	44.84	43.5	42.67	44.8	42.44
Csnk1g3	22.25	20.94	29.85	32.27	30.04	30.23
Csnk2a1	36.54	35.72	31.5	30.44	34.99	35.39
Csnk2a2	24.73	24.27	22.5	23.97	24.19	23.13
Csnk2b	96.93	115.36	116.18	136.84	105.85	118.15
Csnka2ip	0.05	0.05	0.2	0.0	0.11	0.02
Cspg4	0.0	0.0	0.01	0.0	0.01	0.01
Cspg5	0.89	0.98	2.01	1.45	0.84	0.75
Cspp1	1.85	1.74	1.67	1.86	1.29	1.45
Csrnp1	3.34	3.13	2.85	2.84	3.71	3.88
Csrnp2	181.49	168.14	171.3	154.31	182.14	192.73
Csrnp3	2.47	2.49	2.67	2.45	2.3	2.75
Csrp1	14.75	14.98	11.32	14.71	17.33	16.78
Csrp2	2.49	3.77	2.25	2.8	2.05	2.91
Csrp2bp	88.37	89.66	66.23	77.79	76.32	117.42
Csrp3	0.03	0.0	0.0	0.0	0.03	0.1
Cst10	0.0	0.0	0.0	0.0	0.0	0.0
Cst11	0.0	0.0	0.0	0.0	0.0	0.0
Cst12	0.0	0.0	0.0	0.0	0.0	0.0
Cst13	0.0	0.0	0.0	0.0	0.0	0.0
Cst3	17.67	21.52	30.23	24.59	19.95	20.32
Cst6	0.0	0.0	0.0	0.0	0.0	0.0
Cst7	0.0	0.0	0.0	0.0	0.0	0.0
Cst8	0.0	0.0	0.0	0.0	0.0	0.0
Cst9	0.0	0.07	0.0	0.09	0.0	0.0
Csta1	0.0	0.0	0.0	0.0	0.01	0.0
Cstad	0.0	0.0	0.0	0.0	0.0	0.0
Cstb	2.37	1.99	2.06	2.43	1.19	2.86
Cstf1	34.18	33.51	28.92	30.33	31.91	27.74
Cstf2	8.82	8.67	6.87	7.0	7.12	6.68
Cstf2t	5.22	5.95	4.52	5.97	4.18	4.63
Cstf3	13.92	15.42	19.87	16.72	18.35	16.79
Cstl1	0.0	0.0	0.0	0.0	0.0	0.0
Ctag2	0.0	0.0	0.0	0.0	0.0	0.0
Ctage5	128.43	127.32	140.48	128.0	138.41	138.52
Ctbp1	4.5	4.62	4.5	4.8	4.83	4.67
Ctbp2	94.18	94.49	122.65	130.82	124.17	138.88
Ctbs	3.42	5.04	4.7	3.9	5.0	5.66
Ctc1	4.62	4.33	4.32	3.75	4.53	4.77
Ctcf	53.45	51.69	44.44	50.82	49.08	48.05
Ctcfl	0.0	0.0	0.0	0.0	0.0	0.0
Ctcflos	0.0	0.0	0.0	0.0	0.0	0.0
Ctdnep1	6.96	7.18	5.25	5.71	5.14	5.4
Ctdp1	19.06	19.51	14.81	18.12	23.15	20.93
Ctdsp1	12.32	12.7	11.33	12.61	10.45	10.51
Ctdsp2	5.63	5.53	5.07	4.77	5.0	4.74
Ctdspl	7.59	7.13	0.8	0.96	0.9	0.93
Ctdspl2	19.74	18.41	18.08	17.97	17.05	18.54
Ctf1	0.11	0.13	0.09	0.0	0.11	0.0
Ctf2	0.81	1.68	0.93	1.75	1.11	1.3
Ctgf	0.0	0.01	0.0	0.0	0.0	0.0
Cth	3.61	3.15	3.8	3.52	2.77	2.3
Cthrc1	0.17	0.25	0.08	0.0	0.06	0.0
Ctif	16.4	16.35	11.37	12.04	11.11	12.68
Ctla2a	0.0	0.0	0.0	0.0	0.0	0.0
Ctla2b	0.0	0.0	0.0	0.0	0.0	0.0
Ctla4	0.67	0.29	0.21	0.24	0.45	0.41
Ctnna1	63.9	62.26	103.61	81.39	98.62	96.32
Ctnna2	0.29	0.27	0.61	0.78	0.41	0.37
Ctnna3	4.06	4.6	6.18	6.57	5.58	5.23
Ctnnal1	9.72	8.74	8.6	9.64	7.81	7.84
Ctnnb1	133.6	142.36	129.94	136.05	141.2	134.37
Ctnnbip1	18.12	18.76	18.0	19.68	18.57	17.12
Ctnnbl1	81.91	86.07	88.1	84.9	88.85	95.15
Ctnnd1	37.65	35.84	37.79	40.93	33.55	29.18
Ctnnd2	0.72	0.75	0.47	0.43	0.86	0.74
Ctns	4.05	4.11	3.54	4.24	5.12	5.41
Ctps	158.52	153.4	167.87	158.91	155.66	149.37
Ctps2	1.05	0.91	1.07	0.96	1.09	1.25
Ctr9	18.1	18.76	16.73	17.41	16.26	17.35
Ctrb1	0.0	0.0	0.0	0.0	0.0	0.0
Ctrc	0.02	0.0	0.0	0.0	0.0	0.0
Ctrcos	0.0	0.0	0.0	0.0	0.0	0.0
Ctrl	0.03	0.04	0.04	0.03	0.0	0.03
Cts3	0.36	0.65	0.37	0.51	0.0	0.02
Cts6	0.0	0.0	0.02	0.0	0.0	0.0
Cts7	0.0	0.0	0.0	0.0	0.0	0.0
Cts8	0.0	0.0	0.0	0.0	0.0	0.0
Cts8-ps	0.0	0.0	0.0	0.0	0.0	0.01
Ctsa	0.86	0.75	0.68	0.8	0.25	0.39
Ctsb	9.65	10.81	8.02	8.42	7.97	8.09
Ctsc	0.01	0.0	0.01	0.05	0.0	0.02
Ctsd	11.87	14.78	21.51	23.42	20.66	23.01
Ctse	0.03	0.05	0.01	0.0	0.0	0.0
Ctsf	0.09	0.32	0.18	0.13	0.27	0.21
Ctsg	0.0	0.0	0.0	0.0	0.0	0.0
Ctsh	49.03	59.59	61.22	67.79	45.28	43.84
Ctsj	0.0	0.0	0.0	0.0	0.0	0.0
Ctsk	0.0	0.0	0.0	0.0	0.0	0.0
Ctsl	0.08	0.05	0.08	0.33	0.07	0.24
Ctsll3	0.0	0.0	0.0	0.0	0.0	0.02
Ctsm	0.0	0.0	0.05	0.16	0.04	0.0
Ctso	0.0	0.0	0.0	0.0	0.03	0.01
Ctsq	0.0	0.0	0.0	0.0	0.0	0.0
Ctsr	0.0	0.0	0.0	0.0	0.0	0.0
Ctss	0.0	0.03	0.0	0.0	0.0	0.04
Ctsw	0.0	0.0	0.0	0.0	0.0	0.0
Ctsz	0.06	0.1	0.06	0.03	0.07	0.06
Cttn	3.91	4.17	3.51	4.29	3.2	3.69
Cttnbp2	2.9	2.63	5.3	10.35	7.07	3.65
Cttnbp2nl	106.81	104.46	78.55	59.48	58.32	62.45
Ctu1	0.76	0.99	1.09	1.46	1.22	1.07
Ctu2	2.28	1.93	1.95	1.84	2.0	2.09
Ctxn1	0.56	0.44	0.74	0.96	0.57	0.53
Ctxn2	0.11	0.04	0.0	0.05	0.03	0.05
Ctxn3	0.0	0.0	0.02	0.0	0.03	0.04
Cubn	0.5	0.46	0.37	0.39	0.35	0.34
Cuedc1	0.74	0.88	0.03	0.03	0.31	0.02
Cuedc2	0.46	0.28	0.77	0.68	0.62	0.62
Cul1	244.76	243.63	254.92	248.8	239.2	234.91
Cul2	7.97	7.72	6.95	8.53	6.87	8.31
Cul3	46.23	49.47	49.77	50.84	47.37	47.66
Cul4a	12.97	13.66	10.05	9.38	10.65	9.81
Cul4b	99.56	95.61	94.81	99.88	99.34	98.91
Cul5	21.58	22.94	21.31	22.22	21.04	23.11
Cul7	1.12	1.34	0.77	1.49	1.42	1.09
Cul9	0.39	0.47	0.15	0.29	0.24	0.21
Cuta	20.84	22.96	32.22	36.07	24.82	30.93
Cutal	0.0	0.0	0.0	0.0	0.0	0.0
Cutc	0.44	0.83	0.35	0.37	0.39	0.49
Cux1	11.19	10.62	17.59	15.33	9.62	9.35
Cux2	12.27	11.01	16.91	18.44	13.16	8.44
Cuzd1	0.01	0.0	0.05	0.02	0.0	0.03
Cwc15	102.12	108.77	118.9	110.81	114.26	114.42
Cwc22	48.4	52.76	41.94	26.16	45.9	49.67
Cwc25	9.92	10.05	10.13	10.05	10.14	10.6
Cwc27	20.72	20.9	22.76	24.24	18.94	21.9
Cwf19l1	2.81	3.58	3.77	4.54	3.08	4.21
Cwf19l2	35.27	33.81	38.15	38.51	37.25	38.38
Cwh43	0.07	0.11	0.08	0.14	0.06	0.09
Cx3cl1	0.0	0.0	0.0	0.0	0.0	0.0
Cx3cr1	0.0	0.0	0.0	0.01	0.0	0.0
Cxadr	0.71	0.58	1.58	1.11	1.1	1.0
Cxcl1	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl10	0.0	0.0	0.0	0.0	0.02	0.0
Cxcl11	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl12	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl13	1.66	1.43	1.41	1.84	0.97	1.26
Cxcl14	2.71	2.92	2.62	4.07	10.68	8.56
Cxcl15	0.05	0.11	0.05	0.17	0.06	0.06
Cxcl16	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl17	0.03	0.0	0.0	0.0	0.0	0.0
Cxcl2	0.0	0.0	0.03	0.0	0.05	0.0
Cxcl3	0.09	0.04	0.0	0.0	0.03	0.11
Cxcl5	0.11	0.23	0.12	0.28	0.08	0.09
Cxcl9	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr1	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr2	0.02	0.0	0.0	0.0	0.0	0.0
Cxcr3	9.57	10.3	7.79	8.75	5.63	5.6
Cxcr4	1.39	1.41	0.96	1.08	0.92	1.0
Cxcr5	0.0	0.0	0.0	0.0	0.03	0.0
Cxcr6	0.22	0.27	0.39	0.3	0.24	0.16
Cxx1a	27.88	32.52	38.98	39.83	40.41	35.72
Cxx1b	5.17	4.87	6.66	9.66	7.52	7.91
Cxx1c	0.0	0.0	0.0	0.0	0.0	0.0
Cxxc1	31.23	32.29	36.61	35.81	35.88	34.21
Cxxc4	0.0	0.0	0.0	0.0	0.01	0.01
Cxxc5	1.49	1.12	1.38	1.72	1.62	1.79
Cyb561	1.24	1.23	2.02	1.98	1.15	1.22
Cyb561a3	9.3	8.33	8.46	8.41	9.46	9.39
Cyb561d1	0.19	0.14	0.14	0.18	0.11	0.12
Cyb561d2	7.64	8.91	8.15	7.77	6.71	8.22
Cyb5a	54.92	64.26	62.46	73.24	68.02	65.98
Cyb5b	12.99	13.44	14.82	14.28	11.68	11.78
Cyb5d1	5.69	5.8	3.97	3.79	2.64	2.6
Cyb5d2	2.36	1.85	2.5	2.27	1.53	1.36
Cyb5r1	0.05	0.0	0.0	0.03	0.01	0.0
Cyb5r2	7.65	7.69	7.3	7.36	7.52	7.38
Cyb5r3	15.04	16.54	22.81	23.62	22.32	23.03
Cyb5r4	29.84	32.79	16.64	18.55	20.61	21.35
Cyb5rl	0.87	1.24	0.64	0.62	0.4	0.78
Cyba	0.0	0.0	0.0	0.0	0.05	0.0
Cybb	0.14	0.09	0.1	0.11	0.2	0.06
Cybrd1	0.01	0.01	0.0	0.0	0.0	0.0
Cyc1	4.16	5.36	4.9	4.47	4.5	5.22
Cycs	8.42	11.19	9.75	10.8	10.26	12.0
