gene_id	BDF1_TPM_avr	ICR_TPM_avr	ddY_TPM_avr	BDF1_FPKM_avr	ICR_FPKM_avr	ddY_FPKM_avr
Adss	639.0150000000001	722.7	663.905	245.66	287.28499999999997	257.78499999999997
Adssl1	7.369999999999999	5.08	7.63	2.84	2.01	2.965
Adtrp	12.31	10.985	14.620000000000001	4.734999999999999	4.355	5.67
Aebp1	0.0	0.01	0.0	0.0	0.005	0.0
Aebp2	48.989999999999995	40.519999999999996	37.58	18.8	16.07	14.57
Aen	7.355	4.52	5.01	2.825	1.79	1.9449999999999998
Aes	63.275	80.78	59.11	24.375	32.075	22.950000000000003
Afap1	17.16	13.280000000000001	11.43	6.59	5.265	4.45
Afap1l1	0.355	0.47	0.685	0.14	0.185	0.265
Afap1l2	407.235	399.61	446.195	156.315	158.305	173.275
Aff1	108.785	88.195	89.56	41.769999999999996	35.019999999999996	34.76
Aff2	0.045	0.125	0.195	0.015	0.05	0.08
Aff3	22.715	28.415	28.42	8.719999999999999	11.295	11.030000000000001
Aff4	6.305	6.404999999999999	6.1	2.425	2.54	2.365
Afg3l1	4.795	3.56	3.375	1.845	1.415	1.31
Afg3l2	146.10500000000002	132.155	138.82999999999998	56.09	52.474999999999994	53.89
Afm	0.28	0.16999999999999998	0.265	0.11	0.065	0.10500000000000001
Afmid	7.72	7.09	7.42	2.965	2.825	2.885
Afp	0.07	0.165	0.265	0.03	0.065	0.105
Aftph	61.735	49.485	55.5	23.7	19.655	21.549999999999997
Aga	0.0	0.0	0.0	0.0	0.0	0.0
Agap1	40.08	44.75	44.925	15.385000000000002	17.745	17.435000000000002
Agap2	0.375	0.69	1.145	0.14	0.27	0.43999999999999995
Agap3	48.57	48.040000000000006	48.445	18.655	19.075	18.805
Agbl1	0.585	0.285	0.13	0.225	0.11000000000000001	0.05
Agbl2	1.5150000000000001	7.245	17.09	0.5800000000000001	2.845	6.63
Agbl3	9.995000000000001	9.365	11.51	3.835	3.71	4.47
Agbl4	0.015	0.1	0.02	0.005	0.04	0.01
Agbl5	17.965	16.045	19.494999999999997	6.91	6.37	7.5600000000000005
Ager	0.0	0.0	0.0	0.0	0.0	0.0
Agfg1	65.80000000000001	60.065	59.625	25.3	23.85	23.14
Agfg2	14.085	13.805	13.125	5.42	5.48	5.09
Aggf1	36.900000000000006	22.335	27.165	14.195	8.875	10.530000000000001
Agk	38.95	36.725	39.695	14.969999999999999	14.585	15.41
Agl	12.07	13.145	13.055	4.635	5.220000000000001	5.07
Agmat	0.06	0.0	0.0	0.02	0.0	0.0
Agmo	0.0	0.0	0.0	0.0	0.0	0.0
Ago1	2.325	1.955	1.9500000000000002	0.89	0.7749999999999999	0.755
Ago2	11.92	10.355	12.375	4.58	4.105	4.8100000000000005
Ago3	60.095	43.07	48.67	23.07	17.1	18.895
Ago4	0.075	0.19	0.175	0.03	0.07500000000000001	0.07
Agpat1	79.84	69.25999999999999	77.75	30.7	27.505	30.185
Agpat2	49.33	48.72	51.225	18.98	19.335	19.875
Agpat3	14.795	15.605	15.98	5.68	6.195	6.199999999999999
Agpat4	1.475	0.30500000000000005	0.13	0.565	0.11499999999999999	0.049999999999999996
Agpat5	14.225000000000001	14.485	15.585	5.465	5.75	6.05
Agpat6	49.730000000000004	41.6	41.144999999999996	19.07	16.53	15.97
Agpat9	34.144999999999996	19.515	106.865	13.114999999999998	7.83	41.465
Agps	50.239999999999995	40.565	39.019999999999996	19.265	16.105	15.15
Agr2	0.0	0.0	0.0	0.0	0.0	0.0
Agr3	37.82	93.81	35.260000000000005	14.57	37.255	13.695
Agrn	1.8399999999999999	1.71	1.48	0.7050000000000001	0.675	0.575
Agrp	0.0	0.055	0.065	0.0	0.02	0.025
Agt	0.65	0.5700000000000001	0.43000000000000005	0.245	0.22499999999999998	0.16499999999999998
Agtpbp1	100.625	73.39500000000001	154.7	38.635000000000005	29.11	60.115
Agtr1a	0.17	0.01	0.25	0.065	0.005	0.1
Agtr1b	0.02	0.025	0.04	0.01	0.01	0.015
Agtr2	0.0	0.0	0.0	0.0	0.0	0.0
Agtrap	3.48	3.115	3.0300000000000002	1.335	1.2349999999999999	1.1749999999999998
Agxt	0.0	0.025	0.0	0.0	0.01	0.0
Agxt2	0.015	0.055	0.015	0.005	0.02	0.005
Ahctf1	94.35	94.305	94.955	36.215	37.42	36.845
Ahcy	38.78	36.89	37.394999999999996	14.925	14.645	14.52
Ahcyl1	39.3	42.25	35.93	15.105	16.765	13.945
Ahcyl2	18.375	15.940000000000001	17.9	7.0600000000000005	6.33	6.955
Ahdc1	121.30000000000001	87.38499999999999	98.07	46.545	34.665	38.055
Ahi1	0.845	0.84	1.5699999999999998	0.32499999999999996	0.33	0.61
Ahnak	0.255	0.29500000000000004	0.5549999999999999	0.1	0.12	0.22
Ahr	41.085	31.965	32.230000000000004	15.775	12.685	12.51
Ahrr	0.22	0.315	0.295	0.085	0.125	0.115
Ahsa1	226.05	240.23	243.29500000000002	86.865	95.32	94.48
Ahsa2	25.314999999999998	20.075	18.36	9.75	7.985	7.125
Ahsg	0.35000000000000003	0.63	0.395	0.135	0.245	0.15
Aicda	0.0	0.0	0.0	0.0	0.0	0.0
Aida	25.515	25.310000000000002	26.585	9.81	10.05	10.33
Aif1	0.0	0.0	0.0	0.0	0.0	0.0
Aif1l	0.0	0.02	0.09	0.0	0.01	0.03
Aifm1	38.675	49.55	47.1	14.875	19.65	18.29
Aifm2	0.97	0.8049999999999999	0.745	0.375	0.32	0.29000000000000004
Aifm3	0.125	0.30500000000000005	0.055	0.05	0.12000000000000001	0.02
Aig1	16.96	23.485	28.42	6.51	9.32	11.035
Aim1	75.50999999999999	55.894999999999996	68.68	28.98	22.189999999999998	26.68
Aim1l	0.0	0.015	0.005	0.0	0.005	0.0
Aim2	0.075	0.09	0.095	0.030000000000000002	0.035	0.04
Aimp1	28.34	42.855	46.835	10.9	17.05	18.185
Aimp2	46.865	52.72	54.74	18.0	20.93	21.255
Aip	28.995	33.075	31.58	11.17	13.129999999999999	12.265
Aipl1	0.02	0.0	0.0	0.005	0.0	0.0
Aire	9.445	9.195	11.32	3.64	3.6500000000000004	4.395
Airn	1.105	0.7999999999999999	2.04	0.425	0.31	0.79
Ajap1	0.015	0.0	0.05	0.005	0.0	0.02
Ajuba	0.075	0.015	0.01	0.030000000000000002	0.01	0.005
Ak1	0.015	0.015	0.045	0.005	0.005	0.015
Ak2	213.45499999999998	221.62	216.555	82.03999999999999	88.035	84.08500000000001
Ak3	0.19	0.14500000000000002	0.13	0.075	0.05500000000000001	0.05
Ak4	83.68	78.86	76.065	32.175	31.295	29.535
Ak5	10.495	13.524999999999999	22.14	4.04	5.355	8.585
Ak6	1.7349999999999999	2.7199999999999998	2.96	0.6699999999999999	1.08	1.145
Ak7	2.5949999999999998	3.895	2.4299999999999997	1.0	1.55	0.9400000000000001
Ak8	1.5899999999999999	2.0949999999999998	1.53	0.61	0.835	0.595
Akap1	387.06	379.95500000000004	381.325	148.735	150.77	148.02499999999998
Akap10	102.645	76.185	80.705	39.405	30.240000000000002	31.335
Akap11	20.775	17.259999999999998	18.465	7.975	6.845	7.17
Akap12	340.145	226.615	290.57500000000005	130.585	89.815	112.785
Akap13	64.875	67.245	60.055	24.880000000000003	26.665	23.3
Akap14	0.0	0.03	0.0	0.0	0.01	0.0
Akap17b	118.15	104.285	112.43	45.334999999999994	41.43	43.65
Akap2	41.84	31.595	24.02	16.064999999999998	12.535	9.335
Akap3	0.025	0.02	0.02	0.01	0.01	0.005
Akap4	0.0	0.02	0.0	0.0	0.01	0.0
Akap5	0.42500000000000004	0.63	0.39	0.16	0.245	0.155
Akap6	0.715	0.655	0.645	0.27	0.26	0.25
Akap7	61.010000000000005	54.769999999999996	54.855000000000004	23.43	21.72	21.305
Akap8	34.415	33.394999999999996	33.95	13.219999999999999	13.265	13.175
Akap8l	22.46	23.72	24.075	8.635	9.415	9.34
Akap9	36.43	33.21	31.54	13.98	13.17	12.24
Akip1	35.68	37.275000000000006	31.345	13.745000000000001	14.8	12.175
Akirin1	4.8	6.175000000000001	5.8	1.845	2.455	2.255
Akirin2	973.49	1006.55	1033.3200000000002	374.04999999999995	399.43	401.15
Akna	2.42	3.89	4.1	0.9299999999999999	1.545	1.59
Aknad1	44.96	46.95	51.01	17.28	18.655	19.815
Akp3	0.85	0.385	0.485	0.32999999999999996	0.15	0.19
Akr1a1	207.355	306.62	293.73	79.80000000000001	121.735	114.04499999999999
Akr1b10	0.12000000000000001	0.315	0.81	0.05	0.125	0.315
Akr1b3	816.17	821.1500000000001	796.0999999999999	314.09000000000003	326.13	309.145
Akr1b7	0.0	0.025	0.025	0.0	0.01	0.01
Akr1b8	27.385	40.195	56.84	10.495000000000001	15.96	22.08
Akr1c12	0.0	0.0	0.0	0.0	0.0	0.0
Akr1c13	0.0	0.06	0.105	0.0	0.025	0.04
Akr1c14	0.42500000000000004	0.66	0.405	0.16499999999999998	0.26	0.16
Akr1c18	0.0	0.065	0.03	0.0	0.025	0.01
Akr1c19	1.97	1.63	1.5150000000000001	0.765	0.645	0.585
Akr1c20	0.0	0.02	0.0	0.0	0.01	0.0
Akr1c21	2.7800000000000002	2.81	0.885	1.075	1.1150000000000002	0.35
Akr1c6	0.0	0.0	0.0	0.0	0.0	0.0
Akr1cl	2.14	2.74	2.93	0.8300000000000001	1.08	1.14
Akr1d1	0.16999999999999998	0.08	0.045	0.07	0.035	0.02
Akr1e1	3.995	6.825	2.775	1.5299999999999998	2.71	1.08
Akr7a5	55.115	74.095	72.985	21.19	29.39	28.335
Akt1	157.39	137.58999999999997	148.93	60.435	54.599999999999994	57.795
Akt1s1	105.72	120.93	115.68	40.64	47.975	44.87
Akt2	65.02	60.57	61.45	24.935000000000002	24.025	23.86
Akt3	68.34	65.615	67.215	26.240000000000002	26.025	26.1
Aktip	39.925	26.494999999999997	24.16	15.355	10.53	9.385000000000002
Alad	14.129999999999999	16.83	17.035	5.4350000000000005	6.7	6.609999999999999
Alas1	49.325	51.230000000000004	55.915000000000006	18.990000000000002	20.36	21.705
Alas2	0.33999999999999997	0.26	0.27	0.13	0.10500000000000001	0.10500000000000001
Alb	0.0	0.025	0.015	0.0	0.01	0.005
Alcam	0.0	0.01	0.045	0.0	0.005	0.015
Aldh16a1	0.63	0.9	0.73	0.245	0.36	0.28
Aldh18a1	16.15	13.375	16.525	6.205	5.305	6.41
Aldh1a1	0.06	0.16999999999999998	0.045	0.025	0.07	0.015
Aldh1a2	74.45	64.44	50.57	28.645	25.615000000000002	19.645000000000003
Aldh1a3	0.07	0.0	0.11000000000000001	0.025	0.0	0.04
Aldh1a7	0.035	0.05	0.055	0.015	0.02	0.02
Aldh1b1	0.03	0.015	0.015	0.01	0.005	0.005
Aldh1l1	12.235	15.739999999999998	14.93	4.7	6.244999999999999	5.795
Aldh1l2	0.0	0.0	0.005	0.0	0.0	0.0
Aldh2	169.23	210.34	212.47500000000002	65.13499999999999	83.445	82.515
Aldh3a1	0.605	1.31	0.685	0.24	0.52	0.265
Aldh3a2	31.53	32.815	32.120000000000005	12.12	13.025	12.465
Aldh3b1	0.69	0.87	1.385	0.265	0.345	0.54
Aldh3b2	0.14500000000000002	0.39	0.43000000000000005	0.06	0.155	0.16999999999999998
Aldh3b3	0.0	0.0	0.0	0.0	0.0	0.0
Aldh4a1	29.869999999999997	32.68	30.814999999999998	11.47	12.955	11.954999999999998
Aldh5a1	4.875	3.325	3.955	1.8699999999999999	1.3199999999999998	1.54
Aldh6a1	20.689999999999998	20.985	17.604999999999997	7.95	8.34	6.84
Aldh7a1	68.945	92.505	89.14500000000001	26.54	36.735	34.605000000000004
Aldh8a1	0.2	0.22999999999999998	0.375	0.07500000000000001	0.095	0.15
Aldh9a1	160.66000000000003	221.375	203.03	61.7	87.82	78.875
Aldoa	150.87	166.285	157.12	58.114999999999995	66.05	61.0
Aldoart1	0.0	0.04	0.0	0.0	0.015	0.0
Aldoart2	0.675	1.25	1.045	0.26	0.495	0.405
Aldob	0.06	0.015	0.015	0.02	0.005	0.005
Aldoc	0.11	0.215	0.065	0.045	0.09	0.025
Alg1	32.69	36.17	10.83	12.605	14.385000000000002	4.195
Alg10b	265.62	280.88	290.24	101.94999999999999	111.34	112.63
Alg11	6.695	5.155	4.305	2.575	2.05	1.67
Alg12	22.005000000000003	23.72	22.84	8.45	9.42	8.870000000000001
Alg13	157.76	163.7	160.37	60.614999999999995	64.995	62.260000000000005
Alg14	5.82	3.55	2.55	2.24	1.415	0.99
Alg2	19.185000000000002	12.26	11.015	7.37	4.859999999999999	4.27
Alg3	8.55	9.29	9.77	3.3	3.69	3.8
Alg5	0.27999999999999997	0.15	0.065	0.11	0.06	0.025
Alg6	0.0	0.045	0.0	0.0	0.02	0.0
Alg8	6.87	3.905	3.275	2.6399999999999997	1.5550000000000002	1.275
Alg9	33.24	31.79	34.925	12.785	12.62	13.555
Alk	0.545	0.18	0.135	0.21000000000000002	0.07	0.05
Alkbh1	14.77	14.565	10.28	5.67	5.765	3.9850000000000003
Alkbh2	26.695	18.825000000000003	21.869999999999997	10.275	7.47	8.49
Alkbh3	5.88	7.85	8.465	2.26	3.11	3.29
Alkbh4	2.3200000000000003	1.675	1.565	0.895	0.665	0.605
Alkbh5	457.965	449.975	436.8	175.91	178.515	169.47
Alkbh6	9.885	13.325	13.365	3.8099999999999996	5.275	5.195
Alkbh7	29.56	36.47	32.81	11.39	14.475	12.735
Alkbh8	1.9949999999999999	2.585	2.2249999999999996	0.77	1.025	0.865
Allc	0.11	0.02	0.045	0.04	0.01	0.02
Alms1	53.78	52.760000000000005	43.825	20.64	20.92	17.005
Alms1-ps2	15.120000000000001	25.96	22.880000000000003	5.8149999999999995	10.29	8.875
Alox12	7.465	7.35	6.109999999999999	2.875	2.92	2.37
Alox12b	0.01	0.0	0.0	0.005	0.0	0.0
Alox12e	0.0	0.025	0.0	0.0	0.01	0.0
Alox15	0.015	0.0	0.025	0.005	0.0	0.01
Alox5	0.075	0.045000000000000005	0.095	0.025	0.02	0.035
Alox5ap	0.0	0.075	0.04	0.0	0.025	0.015
Alox8	0.01	0.0	0.01	0.005	0.0	0.005
Aloxe3	0.14	0.395	0.42	0.055	0.155	0.165
Alpi	0.15	0.125	0.145	0.055	0.045	0.055
Alpk1	0.065	0.08	0.060000000000000005	0.025	0.035	0.025
Alpk2	0.36	0.9	0.6000000000000001	0.14	0.36	0.22999999999999998
Alpk3	0.115	0.05	0.060000000000000005	0.045000000000000005	0.02	0.025
Alpl	7.4	7.414999999999999	7.15	2.84	2.9299999999999997	2.77
Alppl2	3.145	3.84	5.385	1.205	1.52	2.0949999999999998
Als2	43.445	35.495000000000005	46.775	16.685000000000002	14.079999999999998	18.16
Als2cl	0.7749999999999999	0.36	0.215	0.295	0.145	0.08
Als2cr11	0.565	0.62	0.655	0.21500000000000002	0.245	0.255
Als2cr12	0.065	0.035	0.10500000000000001	0.025	0.015	0.034999999999999996
Alx1	2.925	2.2649999999999997	2.785	1.12	0.8999999999999999	1.08
Alx3	0.0	0.0	0.0	0.0	0.0	0.0
Alx4	0.025	0.015	0.0	0.01	0.005	0.0
Alyref	52.11	55.685	56.06	20.075	22.115	21.78
Alyref2	15.16	11.445	7.14	5.84	4.54	2.76
Amacr	4.185	3.975	4.585	1.605	1.5750000000000002	1.78
Ambn	0.0	0.05	0.015	0.0	0.015	0.005
Ambp	0.0	0.0	0.0	0.0	0.0	0.0
Ambra1	148.45	145.86	139.515	56.980000000000004	57.89	54.14
Amd1	26.94	27.24	18.35	10.415000000000001	10.765	7.175
Amd2	90.985	81.85	99.505	34.87	32.545	38.6
Amdhd1	0.035	0.0	0.025	0.015	0.0	0.01
Amdhd2	8.865	7.65	6.725	3.42	3.025	2.615
Amelx	0.0	0.095	0.0	0.0	0.04	0.0
Amer1	17.7	2.4450000000000003	7.0649999999999995	6.79	0.97	2.735
Amer2	0.0	0.04	0.0	0.0	0.015	0.0
Amer3	0.015	0.01	0.01	0.005	0.005	0.005
Amfr	308.3	293.685	307.685	118.43	116.515	119.4
Amh	0.0	0.015	0.04	0.0	0.005	0.015
Amhr2	0.0	0.0	0.0	0.0	0.0	0.0
Amica1	0.02	0.02	0.060000000000000005	0.01	0.01	0.025
Amigo1	2.6950000000000003	1.915	1.7	1.03	0.755	0.66
Amigo2	0.20500000000000002	0.01	0.15	0.08	0.005	0.06
Amigo3	0.0	0.0	0.0	0.0	0.0	0.0
Ammecr1	6.125	4.74	6.045	2.355	1.885	2.355
Ammecr1l	87.83	89.14500000000001	96.945	33.739999999999995	35.400000000000006	37.625
Amn	0.0	0.0	0.0	0.0	0.0	0.0
Amn1	68.89	73.46000000000001	69.93	26.57	29.19	27.155
Amot	19.73	36.115	20.975	7.575	14.379999999999999	8.145
Amotl1	7.625	9.96	9.45	2.9299999999999997	3.955	3.67
Amotl2	0.32	0.14	0.32499999999999996	0.12000000000000001	0.055	0.13
Ampd1	0.04	0.06	0.015	0.015	0.025	0.005
Ampd2	13.545	12.3	12.445	5.205	4.875	4.835
Ampd3	80.26	81.215	77.035	30.83	32.2	29.91
Amph	0.195	0.32	0.56	0.075	0.125	0.21500000000000002
Amt	0.185	0.085	0.05	0.07	0.035	0.02
Amtn	0.0	0.0	0.0	0.0	0.0	0.0
Amy1	0.605	1.185	0.78	0.235	0.46499999999999997	0.305
Amy2a2	0.005	0.0	0.0	0.0	0.0	0.0
Amy2a3	0.005	0.0	0.0	0.0	0.0	0.0
Amy2a4	0.005	0.0	0.0	0.0	0.0	0.0
Amy2a5	0.0	0.035	0.12	0.0	0.015	0.045
Amy2b	0.0	0.05	0.025	0.0	0.02	0.01
Amz1	0.14500000000000002	0.04	0.02	0.055	0.015	0.01
Amz2	33.265	34.665	31.42	12.795	13.745000000000001	12.2
Anapc1	49.755	57.045	59.260000000000005	19.1	22.619999999999997	23.0
Anapc10	16.72	15.48	21.845	6.43	6.15	8.48
Anapc11	14.434999999999999	15.475	14.795	5.57	6.140000000000001	5.74
Anapc13	55.155	78.61500000000001	57.015	21.32	31.27	22.130000000000003
Anapc15	289.255	342.46000000000004	358.46500000000003	111.32	135.95499999999998	139.22
Anapc16	184.2	192.375	168.92000000000002	70.78999999999999	76.32	65.6
Anapc2	104.52	107.815	110.13	40.19	42.754999999999995	42.735
Anapc4	183.555	179.99	172.875	70.53999999999999	71.39	67.1
Anapc5	219.45999999999998	216.285	167.015	84.32499999999999	85.905	64.84
Anapc7	83.53	121.52	79.59	32.095	48.295	30.89
Ang	0.0	0.035	0.0	0.0	0.015	0.0
Ang2	0.0	0.0	0.0	0.0	0.0	0.0
Ang3	0.0	0.0	0.0	0.0	0.0	0.0
Ang4	0.29	0.39	0.0	0.115	0.155	0.0
Ang5	0.0	0.0	0.0	0.0	0.0	0.0
Ang6	0.0	0.0	0.0	0.0	0.0	0.0
Angel1	29.685000000000002	26.585	21.525	11.405	10.559999999999999	8.350000000000001
Angel2	210.195	187.065	207.36	80.675	74.155	80.475
Angpt1	1.795	2.3449999999999998	2.0	0.69	0.9299999999999999	0.7749999999999999
Angpt2	0.77	0.5900000000000001	0.295	0.29500000000000004	0.22999999999999998	0.115
Angpt4	0.0	0.0	0.0	0.0	0.0	0.0
Angptl1	0.53	0.625	0.48000000000000004	0.2	0.25	0.19
Angptl2	24.215	20.72	15.975000000000001	9.305	8.235	6.19
Angptl3	0.07	0.0	0.04	0.025	0.0	0.015
Angptl4	0.0	0.04	0.0	0.0	0.015	0.0
Angptl6	1.175	1.45	1.995	0.45	0.575	0.78
Angptl7	0.015	0.015	0.0	0.005	0.005	0.0
Ank	9.594999999999999	10.625	8.01	3.685	4.22	3.115
Ank1	2.23	1.25	0.845	0.855	0.495	0.32999999999999996
Ank2	0.435	0.30000000000000004	0.255	0.17	0.12	0.1
Ank3	17.11	13.765	10.905000000000001	6.57	5.470000000000001	4.23
Ankar	0.035	0.005	0.025	0.015	0.0	0.01
Ankdd1b	3.24	3.845	2.8049999999999997	1.24	1.525	1.09
Ankef1	0.255	0.375	0.355	0.1	0.15000000000000002	0.135
Ankfn1	0.0	0.0	0.0	0.0	0.0	0.0
Ankfy1	19.115000000000002	19.375	15.78	7.345	7.6899999999999995	6.119999999999999
Ankhd1	18.975	21.125	20.369999999999997	7.27	8.39	7.91
Ankib1	5.9399999999999995	7.13	6.29	2.29	2.835	2.445
Ankk1	0.0	0.01	0.0	0.0	0.005	0.0
Ankle1	0.01	0.04	0.045	0.005	0.015	0.015
Ankle2	128.115	126.27000000000001	147.175	49.22	50.129999999999995	57.1
Ankmy1	1.35	1.18	0.99	0.52	0.465	0.385
Ankmy2	5.315	4.535	2.88	2.04	1.8	1.115
Ankra2	27.585	25.41	27.21	10.594999999999999	10.08	10.565000000000001
Ankrd1	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd10	1.03	1.5550000000000002	1.335	0.39	0.615	0.52
Ankrd11	8.28	10.145	10.43	3.175	4.025	4.05
Ankrd12	19.05	19.345	20.020000000000003	7.305	7.685	7.77
Ankrd13a	339.445	321.72	334.70500000000004	130.34	127.535	129.92000000000002
Ankrd13b	1.795	1.25	1.24	0.69	0.5	0.485
Ankrd13c	109.32	105.14500000000001	97.91	41.955	41.72	38.010000000000005
Ankrd13d	2.205	2.6399999999999997	2.0949999999999998	0.8500000000000001	1.05	0.81
Ankrd16	2.915	2.645	2.715	1.13	1.055	1.055
Ankrd17	452.125	431.55499999999995	452.875	173.425	171.16500000000002	175.76
Ankrd2	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd22	1.745	1.25	0.635	0.6699999999999999	0.495	0.245
Ankrd23	0.045	0.09	0.14	0.02	0.035	0.06
Ankrd24	1.9899999999999998	1.92	2.125	0.765	0.7649999999999999	0.825
Ankrd26	61.129999999999995	63.455	86.39500000000001	23.450000000000003	25.14	33.535
Ankrd27	134.055	136.95999999999998	120.82	51.510000000000005	54.375	46.92
Ankrd28	71.13	70.005	66.32499999999999	27.29	27.775	25.755000000000003
Ankrd29	0.015	0.0	0.01	0.005	0.0	0.005
Ankrd32	26.759999999999998	15.915	31.730000000000004	10.29	6.32	12.33
Ankrd33	0.0	0.04	0.0	0.0	0.015	0.0
Ankrd33b	8.125	6.225	8.875	3.12	2.47	3.45
Ankrd34a	0.105	0.060000000000000005	0.07	0.04	0.025	0.03
Ankrd34b	0.065	0.095	0.175	0.025	0.034999999999999996	0.07
Ankrd34c	0.9550000000000001	0.64	0.865	0.37	0.25	0.335
Ankrd35	1.4649999999999999	0.23	0.5750000000000001	0.56	0.09	0.22499999999999998
Ankrd36	0.6950000000000001	0.95	0.71	0.265	0.38	0.275
Ankrd37	7.699999999999999	8.995000000000001	7.335	2.975	3.5700000000000003	2.845
Ankrd39	0.28500000000000003	0.275	0.515	0.105	0.11	0.2
Ankrd40	75.88	71.345	72.535	29.155	28.33	28.16
Ankrd42	19.119999999999997	15.885000000000002	18.065	7.355	6.3	7.01
Ankrd44	327.21000000000004	249.32	272.465	125.555	98.94999999999999	105.765
Ankrd45	0.025	0.035	0.17500000000000002	0.01	0.015	0.07
Ankrd46	3.34	3.185	2.6799999999999997	1.29	1.2650000000000001	1.04
Ankrd49	43.29	41.709999999999994	38.8	16.630000000000003	16.585	15.07
Ankrd50	7.96	8.475000000000001	7.92	3.0549999999999997	3.365	3.075
Ankrd52	30.405	24.405	25.205	11.675	9.684999999999999	9.79
Ankrd53	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd54	31.475	31.21	31.525	12.105	12.395	12.235
Ankrd55	0.0	0.01	0.02	0.0	0.005	0.01
Ankrd6	87.945	71.22	79.31	33.769999999999996	28.255000000000003	30.79
Ankrd60	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd61	0.0	0.035	0.0	0.0	0.015	0.0
Ankrd63	0.0	0.005	0.0	0.0	0.0	0.0
Ankrd66	7.029999999999999	1.755	4.79	2.71	0.7	1.8599999999999999
Ankrd7	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd9	0.985	0.79	0.8600000000000001	0.38	0.315	0.33499999999999996
Anks1	12.645	10.93	10.095	4.859999999999999	4.34	3.92
Anks1b	4.4	2.385	3.1900000000000004	1.695	0.9450000000000001	1.24
Anks3	2.3049999999999997	2.6900000000000004	1.96	0.89	1.065	0.76
Anks4b	140.71	124.345	141.45	54.035	49.385	54.89
Anks6	8.344999999999999	7.195	7.4799999999999995	3.21	2.8550000000000004	2.91
Ankub1	0.05	0.1	0.02	0.02	0.04	0.005
Ankzf1	8.035	8.89	8.73	3.0700000000000003	3.53	3.39
Anln	88.83	95.895	101.135	34.125	38.07	39.265
Ano1	0.6200000000000001	0.49	0.565	0.24	0.195	0.22
Ano10	27.634999999999998	62.25	58.64	10.629999999999999	24.7	22.76
Ano2	6.78	6.73	7.48	2.61	2.675	2.895
Ano3	0.16499999999999998	0.08	0.25	0.065	0.035	0.1
Ano4	0.1	1.455	1.51	0.04	0.575	0.585
Ano5	0.05	0.09	0.04	0.02	0.04	0.015
Ano6	20.97	23.205	18.435	8.055	9.219999999999999	7.154999999999999
Ano7	0.32999999999999996	0.09000000000000001	0.215	0.125	0.04	0.08499999999999999
Ano8	0.275	0.155	0.16	0.10500000000000001	0.06	0.065
Ano9	0.075	0.015	0.03	0.025	0.005	0.01
Anp32a	24.845	24.785	22.645	9.565	9.85	8.795
Anp32b	690.58	767.08	649.12	265.445	304.405	252.075
Anp32e	24.005000000000003	24.990000000000002	24.58	9.219999999999999	9.915	9.545
Anpep	0.085	0.03	0.185	0.035	0.015	0.07
Antxr1	4.29	1.4700000000000002	1.025	1.65	0.585	0.395
Antxr2	50.22	26.65	24.65	19.295	10.59	9.565
Antxrl	0.0	0.0	0.0	0.0	0.0	0.0
Anxa1	0.04	0.13	0.05	0.015	0.05500000000000001	0.02
Anxa10	0.0	0.0	0.0	0.0	0.0	0.0
Anxa11	2.725	0.69	1.125	1.045	0.275	0.435
Anxa13	0.0	0.0	0.055	0.0	0.0	0.02
Anxa2	29.615000000000002	33.81	34.035	11.43	13.434999999999999	13.215
Anxa3	0.0	0.035	0.0	0.0	0.015	0.0
Anxa4	1.945	2.42	2.0549999999999997	0.745	0.9550000000000001	0.7949999999999999
Anxa5	8.29	16.435	12.6	3.19	6.529999999999999	4.895
Anxa6	88.635	78.41499999999999	76.125	34.085	31.144999999999996	29.575000000000003
Anxa7	404.705	378.14	388.67	155.475	150.1	150.88
Anxa8	0.0	0.0	0.0	0.0	0.0	0.0
Anxa9	0.07	0.29	0.065	0.025	0.115	0.025
Aoah	0.0	0.035	0.0	0.0	0.015	0.0
Aoc1	0.075	0.02	0.11	0.025	0.01	0.045
Aoc2	0.18	0.22999999999999998	0.175	0.07	0.09	0.07
Aoc3	0.01	0.02	0.02	0.005	0.01	0.005
Aox1	0.0	0.0	0.0	0.0	0.0	0.0
Aox2	0.21	0.04	0.13	0.08499999999999999	0.015	0.05
Aox3	0.10500000000000001	0.125	0.07	0.04	0.05	0.025
Aox4	1.79	3.025	4.53	0.69	1.2	1.76
Ap1ar	100.005	86.75	97.88999999999999	38.355000000000004	34.39	37.995000000000005
Ap1b1	112.89	128.06	158.355	43.4	50.855000000000004	61.45
Ap1g1	44.05	41.46	44.01	16.91	16.46	17.075
Ap1g2	0.02	0.02	0.0	0.005	0.01	0.0
Ap1m1	141.275	143.18	144.81	54.345	56.855000000000004	56.235
Ap1m2	118.7	133.785	136.27	45.635	53.114999999999995	52.91
Ap1s1	18.78	22.945	20.705	7.24	9.1	8.035
Ap1s2	25.85	22.07	22.405	9.925	8.760000000000002	8.705
Ap1s3	2.04	4.9	3.835	0.78	1.94	1.49
Ap2a1	18.29	22.865000000000002	21.685	7.025	9.075	8.42
Ap2a2	9.24	10.0	10.184999999999999	3.55	3.97	3.95
